Price,Currency,Year,Condition,Total Hours,Total Seats,Flight Rules,Category,Propulsion,No. Engines,Make,Model,City,State,Country,Continent,National Origin,Eng. 1 Hours,Maint. Eng. 1,Eng. 2 Hours,Maint. Eng. 2,Prop. 1 Hours,Maint. Prop. 1,Prop. 2 Hours,Maint. Prop. 2,text
3595000.0,USD,2013,Used,1196.0,,IFR,Airplane,Turboprop,,Beechcraft,King Air 350I,Seattle,WA,United States,,United States,1196.0,SNEW,1196.0,SNEW,1196.0,SNEW,1196.0,SNEW,$
35000.0,USD,1946,Used,2100.0,2,,Airplane,Piston Engine,1,Piper Aircraft,L-4 Cub,Franklin,VA,United States,,United States,70.0,SMOH,,,,SNEW,,,$
1195000.0,USD,2009,,8412.0,,,Airplane,Turbofan,,Embraer,Phenom 100,Cornelius,NC,United States,,Brazil,,,,,,,,,$
175000.0,USD,1999,Used,1506.0,4,IFR,Airplane,Piston Engine,1,Mooney International Corp,M20S Eagle,Chatham,MA,United States,,United States,948.0,SFRM,,,,,,,$
52000.0,USD,1951,Used,6716.0,4,,Airplane,Piston Engine,1,Beechcraft,C35 Bonanza,Goodland,KS,United States,,United States,488.0,SMOH,,,,SMOH,,,$
809000.0,USD,2018,Used,345.0,5,,Airplane,Piston Engine,1,Cirrus,Sr22T-G6 Gts,Coeur dâ€™Alene,ID,United States,,United States,345.0,SNEW,,,,SNEW,,,$
889000.0,USD,2011,Used,760.0,,,Airplane,Piston Engine,2,Beechcraft,G58 Baron,Greensboro,NC,United States,,United States,760.0,SNEW,,,,SNEW,,,$
79864.0,USD,1973,Used,4396.0,4,IFR,Airplane,Piston Engine,1,Cessna,182 Skylane,Medford,NJ,United States,,United States,1194.0,SMOH,,,,SNEW,,,$
120000.0,USD,1965,Used,6062.0,4,IFR,Airplane,Piston Engine,1,Beechcraft,S35 Bonanza,Houston,TX,United States,,United States,394.0,SMOH,,,,SNEW,,,$
35000.0,USD,1969,Used,4900.0,6,IFR,Airplane,Piston Engine,2,Cessna,310P,waxhachie,TX,United States,,United States,1100.0,,1100.0,,900.0,,900.0,,$
98000.0,USD,1973,Used,5440.0,4,,Airplane,Piston Engine,1,Cessna,182P Skylane,Placerville,CA,United States,,United States,680.0,SMOH,,,,SPOH,,,$
95900.0,USD,1978,Used,1828.0,4,IFR,Airplane,Piston Engine,1,Rockwell,Commander 114,Tampa,FL,United States,,United States,1828.0,SNEW,,,,SPOH,,,$
156000.0,USD,2019,Used,70.0,2,VFR,Airplane,Piston Engine,1,Czech Sport Aircraft,Sportcruiser,Blaine,MN,United States,,Czech Republic,70.0,SNEW,,,,SNEW,,,$
95000.0,USD,1943,Used,10010.0,2,VFR,Airplane,Piston Engine,1,Boeing/Stearman,Pt-17 Kaydet,Cheyenne,CO,United States,,United States,4216.0,SMOH,,,,SMOH,,,$
210000.0,USD,1980,Used,6325.0,,,Airplane,Piston Engine,2,Beechcraft,58P Baron,Greensboro,NC,United States,,United States,940.0,SNEW,940.0,SNEW,,,,,$
249000.0,USD,1968,Used,16479.0,,,Airplane,Turboprop,,Beechcraft,King Air B90,Sarasota,FL,United States,,United States,6609.0,SOH,4023.0,SOH,499.0,SPOH,499.0,SPOH,$
295000.0,USD,1979,Used,6442.0,,IFR,Airplane,Piston Engine,2,Cessna,414,Philippi,WV,United States,,United States,1346.0,SMOH,1346.0,SMOH,1346.0,SPOH,1346.0,SPOH,$
189950.0,USD,1981,Used,3272.0,6,IFR,Airplane,Piston Engine,1,Piper Aircraft,Saratoga,Troy,MI,United States,,United States,890.0,,,,,SPOH,,,$
62995.0,USD,1957,Used,3649.0,4,IFR,Airplane,Piston Engine,1,Cessna,182A Skylane,Spring Branch,TX,United States,,United States,1213.0,SMOH,,,,SMOH,,,$
175000.0,USD,1965,Used,,,,Airplane,Turbofan,,Aero,L-29 Super Delfin,Sparks,NV,United States,,Czech Republic,,,,,,,,,$
75500.0,USD,2009,Used,320.0,2,VFR,Airplane,Piston Engine,1,Aerospool,Wt-9 Dynamic,Marana,AZ,United States,,Slovakia,320.0,SNEW,,,,SNEW,,,$
895000.0,,1980,,11439.5,,,Airplane,Turboprop,,Beechcraft,King Air 200,,FL,United States,North America,United States,,,,,,,,,Price: USD $
279000.0,USD,2006,Used,1230.0,4,,Airplane,Piston Engine,1,Cirrus,Sr22-Gts,,,United States,,United States,1230.0,SNEW,,,,SNEW,,,$
26000.0,USD,1949,Used,1320.0,4,VFR,Airplane,Piston Engine,1,Piper Aircraft,Clipper,Vancouver,WA,United States,,United States,810.0,SNEW,,,,SMOH,,,$
94900.0,USD,1970,Used,2930.0,6,IFR,Airplane,Piston Engine,2,Beechcraft,B55 Baron,Chillicothe,MO,United States,,United States,290.0,SMOH,290.0,SMOH,325.0,SPOH,325.0,SPOH,$
995000.0,,1986,,7925.0,,,Airplane,Turbofan,,Dassault Aviation,50,,MD,United States,North America,France,,,,,,,,,Price: USD $
475000.0,USD,,Project,,,,Airplane,Piston Engine,1,Hawker,Sea Fury T.Mk 20,,CA,United States,,United Kingdom,,,,,,,,,$
169900.0,USD,1981,Used,4119.0,,,Airplane,Piston Engine,2,Piper Aircraft,Seminole,San Antonio,TX,United States,,United States,1122.0,SMOH,,,,SPOH,,,$
85000.0,USD,1975,Used,1056.0,2,,Airplane,Piston Engine,1,Great Lakes,2T-1A-2,Cambridge,NY,United States,,United States,268.0,SMOH,,,,SPOH,,,$
2499000.0,USD,2017,Used,345.0,6,IFR,Airplane,Turboprop,,Piper Aircraft,M600,Muncie,IN,United States,,United States,390.0,,,,,,,,$
575000.0,USD,1980,Used,8593.0,10,,Airplane,Turbofan,,Cessna,Citation Ii,Miami,FL,United States,,United States,1267.0,SMOH,1941.0,SMOH,,,,,$
329000.0,USD,2007,Used,1025.0,,,Airplane,Piston Engine,1,Cessna,400,Greensboro,NC,United States,,United States,1025.0,SNEW,,,,SNEW,,,$
229000.0,USD,1944,Used,7053.0,2,,Airplane,Piston Engine,1,North American Aviation,At-6D,,NC,United States,,United States,752.0,SMOH,,,,,,,$
169000.0,USD,1965,Used,3651.0,6,,Airplane,Piston Engine,1,Beechcraft,S35 Bonanza,,KS,United States,,United States,310.0,SMOH,,,,SPOH,,,$
135750.0,USD,1977,Used,4058.0,6,IFR,Airplane,Piston Engine,2,Piper Aircraft Corporation,601P,Headland,AL,United States,,United States,1262.0,SOH,1272.0,SOH,84.0,SOH,84.0,SOH,$
34000.0,USD,1998,Used,290.0,2,VFR,Airplane,Piston Engine,1,Zenair/Zenith,Zodiac Ch 601 Hds,Thomaston,GA,United States,,Canada,290.0,SNEW,,,,SNEW,,,$
3261955.0,USD,2020,New,,,,Airplane,Turboprop,,Piper Aircraft,M600,Muncie,IN,United States,,United States,,,,,,,,,$
219950.0,USD,1979,Used,5803.0,6,,Airplane,Piston Engine,2,Beechcraft,58P Baron,New Orleans,LA,United States,,United States,875.0,SMOH,875.0,SMOH,1413.0,SNEW,1413.0,SPOH,$
140000.0,USD,1978,Used,10405.0,,IFR,Airplane,Piston Engine,1,Cessna,210M,Jacksonville,FL,United States,,United States,3805.0,SMOH,,,,SMOH,,,$
60000.0,,2011,,545.0,,,Airplane,Piston Engine,1,Cessna,162,,,Czech Republic,Europe,United States,,,,,,,,,Price: USD $
18000.0,USD,,Used,20.0,4,,Airplane,Piston Engine,1,Bedecorp,Bd-4,Augusta,ME,United States,,United States,,,,,,,,,$
64450.0,USD,2007,Used,580.0,2,IFR,Airplane,Piston Engine,1,Liberty Aerospace,Xl2,New Century,KS,United States,,United States,460.0,,,,,,,,$
3950000.0,,2001,,8167.0,,,Airplane,Turbofan,,Bombardier Challenger,604,,MD,United States,North America,Canada,,,,,,,,,Price: USD $
95000.0,USD,1977,,3500.0,,,Airplane,Piston Engine,1,Cessna,A188B,Pampa,,United States,,United States,10.0,SMOH,,,,,,,$
82900.0,USD,1978,Used,3205.0,4,,Airplane,Piston Engine,1,Cessna,182Rg Skylane,Gerogetown,CA,United States,,United States,620.0,SMOH,,,,SPOH,,,$
144000.0,USD,1979,Used,3250.0,6,IFR,Airplane,Piston Engine,2,Piper Aircraft Corporation,601P,Chico,CA,United States,,United States,1271.0,SMOH,483.0,SMOH,,,,,$
225000.0,USD,2003,Used,1910.0,4,,Airplane,Piston Engine,1,Cirrus,Sr22,Watertown,WI,United States,,United States,904.0,SMOH,,,,,,,$
69000.0,USD,1965,Used,4086.0,4,IFR,Airplane,Piston Engine,1,Beechcraft,C33 Debonair,Jasper,TN,United States,,United States,221.0,SMOH,,,,SPOH,,,$
349500.0,USD,1980,Used,7686.0,7,IFR,Airplane,Piston Engine,2,Cessna,421C,Manning,SC,United States,,United States,873.0,,1302.0,,123.0,,123.0,,$
28000.0,USD,2014,Used,258.0,2,VFR,Airplane,Piston Engine,1,Zenair/Zenith,Zodiac Ch 601 Xlb,Indian Head,MD,United States,,Canada,258.0,SNEW,,,,,,,$
230000.0,USD,1980,Used,3780.0,6,IFR,Airplane,Piston Engine,2,Piper Aircraft,Aztec F,Stuart,FL,United States,,United States,20.0,SMOH,20.0,SMOH,20.0,SPOH,20.0,SPOH,$
112500.0,USD,1988,Used,760.0,,,Airplane,Piston Engine,1,Maule Air,Mx-7-235,,MN,United States,,United States,760.0,SNEW,,,,SNEW,,,$
27900.0,USD,1970,Used,2510.0,,,Airplane,Piston Engine,1,Grumman,Aa1 Yankee Clipper,,NV,United States,,United States,565.0,SMOH,,,,SNEW,,,$
795000.0,USD,1929,Used,820.0,,,Airplane,Piston Engine,2,Joseph Kreutzer Corp,K5,Anoka,MN,United States,,United States,20.0,SMOH,20.0,SMOH,,,,,$
229000.0,USD,,Used,725.0,,,Airplane,Piston Engine,2,Lockwood Aircraft,Aircam,Punta Gorda,FL,United States,,United States,725.0,SNEW,,,,SNEW,,,$
37500.0,USD,1959,Used,3320.0,4,VFR,Airplane,Piston Engine,1,Cessna,172,East Hampton,NY,United States,,United States,45.0,,,,,,,,$
349500.0,USD,2006,Used,1680.0,,,Airplane,Piston Engine,1,Piper Aircraft,Saratoga Ii Tc (1998 - 2008),Ft Lauderdale,FL,United States,,United States,0.0,SMOH,,,,SPOH,,,$
115000.0,USD,1967,Used,5970.0,6,IFR,Airplane,Piston Engine,2,Piper Aircraft,Turbo Twin Comanche,Tracy,CA,United States,,United States,540.0,SMOH,540.0,SMOH,540.0,SMOH,540.0,SMOH,$
249900.0,USD,1982,Used,5417.0,6,IFR,Airplane,Piston Engine,1,Beechcraft,A36 Bonanza 36,Waukesha,WI,United States,,United States,1337.0,SMOH,,,,SMOH,,,$
29900.0,USD,1964,Used,2430.0,4,VFR,Airplane,Piston Engine,1,Piper Aircraft,Cherokee 140,Midland,TX,United States,,United States,861.0,SMOH,,,,SPOH,,,$
69950.0,USD,1975,Used,9329.0,4,,Airplane,Piston Engine,1,Cessna,172M Skyhawk,Livermore,CA,United States,,United States,270.0,SMOH,,,,SPOH,,,$
85000.0,USD,1977,Used,3040.0,,,Airplane,Piston Engine,1,Lake,La 4/200,Asheville,NC,United States,,United States,192.0,SNEW,,,,SPOH,,,$
474900.0,USD,2011,Used,1092.0,,,Airplane,Piston Engine,1,Cirrus,Sr22-G3,Lexington,KY,United States,,United States,1092.0,SNEW,,,,SNEW,,,$
475000.0,USD,1982,Used,6260.0,,,Airplane,Piston Engine,2,Cessna,414A,Near Denver,CO,United States,,United States,295.0,SMOH,295.0,SMOH,295.0,SNEW,295.0,SNEW,$
649000.0,,1986,,8392.0,,,Airplane,Turbofan,,Cessna,Citation Sii,,UT,United States,North America,United States,,,,,,,,,Price: USD $
1295000.0,,1985,,4420.0,,,Airplane,Turboprop,,Beechcraft,King Air C90A,,FL,United States,North America,United States,,,,,,,,,Price: USD $
69900.0,USD,1976,Used,4852.0,6,,Airplane,Piston Engine,2,Piper Aircraft,Seneca Ii,Novato,CA,United States,,United States,296.0,SMOH,340.0,SMOH,713.0,,713.0,,$
398000.0,USD,1985,Used,2692.0,6,IFR,Airplane,Piston Engine,1,Cessna,T210R,Bullhed City,AZ,United States,,United States,950.0,,,,,,,,$
1850000.0,,2007,,7336.0,,,Airplane,Turbofan,,Bombardier Learjet,40Xr,,TX,United States,North America,Canada,,,,,,,,,Price: USD $
450000.0,,1978,,10730.0,,,Airplane,Turboprop,,Beechcraft,King Air E90,,TX,United States,North America,United States,,,,,,,,,Price: USD $
486000.0,USD,2006,Used,1900.0,6,IFR,Airplane,Piston Engine,1,Beechcraft,G36 Bonanza,Elkhart,IN,United States,,United States,234.0,SNEW,,,,SNEW,,,$
609000.0,USD,2015,Used,738.0,5,IFR,Airplane,Piston Engine,1,Cirrus,Sr22-G5 Turbo,Knoxville,TN,United States,,United States,738.0,,,,,,,,$
229000.0,USD,2008,Used,1240.0,4,IFR,Airplane,Piston Engine,1,Cirrus,Sr20-G3,Houston,TX,United States,,United States,1240.0,SNEW,,,,SNEW,,,$
2495000.0,,2010,,1222.0,,,Airplane,Turbofan,,Cessna,Citation Cj1+,,TX,United States,North America,United States,,,,,,,,,Price: USD $
109500.0,USD,1980,Used,3425.0,6,,Airplane,Piston Engine,2,Piper Aircraft,Seneca Ii,Daytona Beach,FL,United States,,United States,1570.0,SFOH,1570.0,SFOH,86.0,SPOH,86.0,SPOH,$
2150000.0,USD,2017,Used,290.0,,,Airplane,Turboprop,,Piper Aircraft,M600,Surgar Land Regional Airport,TX,United States,,United States,290.0,SNEW,,,,SNEW,,,$
59900.0,USD,1981,Used,8632.0,4,IFR,Airplane,Piston Engine,1,Cessna,172P Skyhawk,Pembroke Pines (KHWO),FL,United States,,United States,2367.0,SFOH,,,,,,,$
174900.0,USD,2006,,1775.0,,,Airplane,Piston Engine,1,Cirrus,Sr20-G2 Gts,,CA,United States,,United States,1775.0,,,,,,,,$
209900.0,USD,2008,Used,1465.0,,,Airplane,Piston Engine,1,Cirrus,Sr20-G3,Phillipsburg,OH,United States,,United States,1465.0,SNEW,,,,,,,$
3095000.0,,2001,,5147.4,,,Airplane,Turbofan,,Cessna,Citation Excel,,NC,United States,North America,United States,,,,,,,,,Price: USD $
129900.0,USD,1976,Used,4504.0,,IFR,Airplane,Piston Engine,2,Piper Aircraft,Aztec F,Stuart,FL,United States,,United States,108.0,SMOH,1656.0,SMOH,,,,,$
47500.0,USD,1974,Used,9360.0,4,IFR,Airplane,Piston Engine,1,Piper Aircraft,Warrior,Ocean Springs,MS,United States,,United States,325.0,SMOH,,,,,,,$
2695000.0,USD,2019,Used,110.0,7,,Airplane,Turbofan,,Cirrus,Vision Sf50,West Palm Beach,FL,United States,,United States,110.0,SNEW,,,,,,,$
349995.0,USD,2006,Used,2200.0,,,Airplane,Piston Engine,1,Cirrus,Sr22-G2,Smyrna,GA,United States,,United States,,,,,,,,,$
145000.0,USD,1976,Used,9041.0,8,IFR,Airplane,Piston Engine,2,Piper Aircraft,Navajo Chieftain,Waupaca,WI,United States,,United States,2831.0,SMOH,1484.0,SMOH,1127.0,SPOH,1127.0,SPOH,$
419000.0,USD,2009,Used,850.0,4,,Airplane,Piston Engine,1,Cirrus,Sr22-G3 Turbo Gts,Atlanta,GA,United States,,United States,850.0,SNEW,,,,,,,$
259900.0,USD,1977,Used,4560.0,6,IFR,Airplane,Piston Engine,2,Beechcraft,B55 Baron,Conroe,TX,United States,,United States,340.0,SMOH,340.0,SMOH,985.0,SPOH,985.0,SPOH,$
419900.0,USD,2006,Used,3155.0,,,Airplane,Piston Engine,2,Diamond Aircraft Industries,Da42 Tdi,Ft Lauderdale,FL,United States,,Austria,3.0,SNEW,3.0,SNEW,89.0,SPOH,89.0,SPOH,$
175000.0,USD,2000,Used,3690.0,4,VFR,Rotorcraft,Piston Engine,,Robinson Helicopter,R44 Raven I,Culpeper,VA,United States,,United States,2000.0,,,,,,,,$
59500.0,USD,1980,Used,8095.0,4,,Airplane,Piston Engine,1,Cessna,172Rg Cutlass,Middletown,OH,United States,,United States,554.0,SMOH,,,,SPOH,,,$
40000.0,USD,1975,Used,3280.0,2,,Airplane,Piston Engine,1,Cessna,150M,Boerne,TX,United States,,United States,1080.0,,,,,,,,$
324900.0,USD,2005,Used,2780.0,4,IFR,Airplane,Piston Engine,1,Cirrus,Sr22-G2,Clarkston,MI,United States,,United States,280.0,SMOH,,,,SMOH,,,$
1795000.0,USD,1998,Used,4414.0,,IFR,Airplane,Turboprop,,Beechcraft,King Air C90B,Auburn,IN,United States,,United States,1506.0,,1506.0,,1499.0,,1499.0,,$
549000.0,USD,2012,Used,941.0,,IFR,Airplane,Piston Engine,1,Cessna,T206H,Olathe,KS,United States,,United States,941.0,SNEW,,,,SNEW,,,$
67900.0,USD,2008,Used,535.0,2,VFR,Airplane,Piston Engine,1,Jabiru Aircraft,J250 Sp,Beloit,WI,United States,,Australia,535.0,SNEW,,,,SNEW,,,$
1150000.0,,2002,,9223.0,,,Airplane,Turbofan,,Bombardier Learjet,31A,,OK,United States,North America,Canada,,,,,,,,,Price: USD $
4950000.0,,2005,,2231.0,,,Rotorcraft,Turboshaft,,Cessna,Aw139,,,United States,North America,Italy,,,,,,,,,Price: USD $
139000.0,USD,1984,Used,3890.0,4,,Airplane,Piston Engine,1,Cessna,182Rg Skylane,,IL,United States,,United States,1150.0,,,,,SPOH,,,$
48500.0,USD,1968,Used,3300.0,,,Airplane,Piston Engine,1,Piper Aircraft,Cherokee 180,,TX,United States,,United States,1494.0,SMOH,,,,SPOH,,,$
1779000.0,USD,2018,Used,480.0,6,,Airplane,Turboprop,,Piper Aircraft,Meridian M500,Muncie,IN,United States,,United States,,,,,,,,,$
19900.0,USD,1959,Used,,,,Airplane,Piston Engine,1,Piper Aircraft,Comanche 180,Wellington,FL,United States,,United States,,,,,,,,,$
695000.0,USD,1997,Used,603.0,2,,Airplane,Piston Engine,1,Yakovlev,Yak 9-Um,,DE,United States,,Soviet Union,300.0,SMOH,,,,SMOH,,,$
89000.0,USD,1959,Used,3700.0,4,IFR,Airplane,Piston Engine,1,Beechcraft,K35 Bonanza,SAN DIEGO,CA,United States,,United States,1262.0,SMOH,,,,SPOH,,,$
38000.0,USD,1959,Used,5385.0,4,VFR,Airplane,Piston Engine,1,Piper Aircraft,Comanche 250,Chatham,MA,United States,,United States,540.0,SMOH,,,,SNEW,,,$
65000.0,USD,2010,Used,145.0,2,VFR,Airplane,Piston Engine,1,Arion Aircraft Llc,Lightning,Akron,OH,United States,,United States,40.0,SOH,,,,SOH,,,$
80000.0,USD,1966,Used,,,,Airplane,Piston Engine,2,Cessna,337A,Lake Stevens,WA,United States,,United States,,,,,,,,,$
88500.0,USD,1978,Used,12155.0,6,IFR,Airplane,Piston Engine,2,Piper Aircraft,Aztec F,Aberdeen,SD,United States,,United States,275.0,SFOH,1912.0,SFOH,2112.0,SPOH,2112.0,SPOH,$
499000.0,USD,1980,Used,11953.0,8,,Airplane,Turboprop,,Piper Aircraft,Cheyenne Ii,Stuart,FL,United States,,United States,2464.0,SMOH,2464.0,SMOH,10.0,SPOH,10.0,SPOH,$
679900.0,USD,2018,Used,150.0,,,Airplane,Piston Engine,1,Mooney International Corp,M20V Acclaim Ultra,Lexington (KLEX),KY,United States,,United States,150.0,SNEW,,,,SNEW,,,$
294900.0,USD,2005,Used,1335.0,,,Airplane,Piston Engine,1,Cirrus,Sr22-G2 Gts,Phillipsburg,OH,United States,,United States,1335.0,,,,,,,,$
445000.0,USD,1985,Used,9120.0,,,Airplane,Turboprop,,Beechcraft,King Air C90A,Pampa,TX,United States,,United States,3960.0,SMOH,4080.0,SMOH,,,,,$
85900.0,USD,1975,Used,5266.0,4,IFR,Airplane,Piston Engine,1,Cessna,172M Skyhawk,Bay Harbor Islands,FL,United States,,United States,1188.0,SMOH,,,,,,,$
199000.0,USD,1929,Used,3631.0,,,Airplane,Piston Engine,1,Stearman Aircraft,C3B,,,,,United States,,,,,,,,,$
172900.0,USD,1978,Used,4375.0,,,Airplane,Piston Engine,1,Cessna,T210,Georgetown (KGTU),TX,United States,,United States,820.0,SMOH,,,,SPOH,,,$
117900.0,USD,1985,Used,10100.0,4,IFR,Airplane,Piston Engine,1,Cessna,Tr182Rg Skylane,Palm Harbor,FL,United States,,United States,1891.0,SFRM,,,,SPOH,,,$
392000.0,USD,2009,Used,1325.0,4,,Airplane,Piston Engine,1,Cirrus,Sr22-G3 Turbo Gts,,NC,United States,,United States,,,,,,,,,$
82500.0,USD,1979,Used,13519.0,4,IFR,Airplane,Piston Engine,1,Cessna,172N Skyhawk,Cross City,FL,United States,,United States,25.0,,,,,,,,$
299000.0,USD,2005,Used,1453.0,6,IFR,Airplane,Piston Engine,1,Piper Aircraft,6X/6Xt,Spring,TX,United States,,United States,1453.0,SNEW,,,,SNEW,,,$
110000.0,USD,1960,Used,7000.0,4,IFR,Airplane,Piston Engine,2,Beechcraft,B95 Travel Air,Riverside,CA,United States,,United States,1000.0,SMOH,1000.0,SMOH,1400.0,SPOH,1400.0,SPOH,$
107000.0,USD,1979,Used,23229.0,6,IFR,Airplane,Piston Engine,1,Cessna,210N,Tulsa,OK,United States,,United States,1552.0,SMOH,,,,SOH,,,$
63900.0,USD,1964,Used,5197.0,,,Airplane,Piston Engine,1,Beechcraft,S35 Bonanza,Kokomo,IN,United States,,United States,1489.0,SMOH,,,,SPOH,,,$
449950.0,USD,1981,Used,3770.0,,VFR,Rotorcraft,Turboshaft,,Bell Textron,206L-1,North Little Rock,AR,United States,,United States,,,,,,,,,$
225000.0,USD,2003,Used,1340.0,4,IFR,Airplane,Piston Engine,1,Cessna,350,Jacksonville,FL,United States,,United States,1340.0,SNEW,,,,SNEW,,,$
239000.0,USD,2004,Used,2790.0,4,IFR,Airplane,Piston Engine,1,Cessna,350,Sugar Grove,,United States,,United States,125.0,SMOH,,,,SMOH,,,$
139500.0,USD,1981,Used,9760.0,3,IFR,Airplane,Piston Engine,1,Cessna,210N,Tulsa,OK,United States,,United States,1802.0,SFRM,,,,SOH,,,$
255000.0,USD,1975,Used,2700.0,4,,Airplane,Piston Engine,1,Cessna,182P Skylane,,NY,United States,,United States,800.0,SNEW,,,,SNEW,,,$
74500.0,USD,1978,Used,4158.0,4,IFR,Airplane,Piston Engine,1,Piper Aircraft,Turbo Arrow Iii,Creswell,OR,United States,,United States,1328.0,SNEW,,,,SNEW,,,$
179000.0,EUR,2003,,900.0,,,Airplane,Piston Engine,1,Cessna,350,,,Germany,Europe,United States,,,,,,,,,Price: â‚¬
79900.0,USD,1958,Used,5799.0,4,IFR,Airplane,Piston Engine,2,Beechcraft,B95 Travel Air,Dayton,OH,United States,,United States,657.0,SMOH,1066.0,SMOH,704.0,SNEW,704.0,SNEW,$
192500.0,USD,1980,Used,8036.0,6,IFR,Airplane,Piston Engine,1,Cessna,T210N,Bartlesville,OK,United States,,United States,881.0,SMOH,,,,SPOH,,,$
27900.0,USD,1965,Used,4470.0,4,VFR,Airplane,Piston Engine,1,Piper Aircraft,Cherokee 140,Schaumburg,IL,United States,,United States,580.0,SMOH,,,,SNEW,,,$
19000.0,USD,1960,Used,4564.0,2,VFR,Airplane,Piston Engine,1,Cessna,150,greenleaf,WI,United States,,United States,2200.0,,,,,,,,$
319000.0,USD,1986,Used,5970.0,6,IFR,Airplane,Piston Engine,1,Cessna,T210R,Westminster,CO,United States,,United States,1460.0,SNEW,,,,,,,$
165000.0,USD,1979,Used,9032.0,6,IFR,Airplane,Piston Engine,1,Cessna,210N,Tulsa,OK,United States,,United States,195.0,SFRM,,,,SOH,,,$
255000.0,,1981,,3676.6,6,,Airplane,Piston Engine,1,Cessna,210,,ID,United States,North America,United States,,,,,,,,,Price: USD $
235000.0,USD,1992,Used,340.0,2,IFR,Airplane,Piston Engine,1,Glasair Aviation,Glasair Iii,Prescott,AZ,United States,,United States,15.0,,,,,,,,$
199500.0,USD,2013,Used,240.0,2,VFR,Airplane,Piston Engine,1,American Champion,8-Kcab Xtreme Decathlon,Medina,OH,United States,,United States,240.0,SNEW,,,,SNEW,,,$
119000.0,USD,1967,Used,2790.0,,,Airplane,Piston Engine,2,Beechcraft,A56Tc Baron,,,,,United States,790.0,SMOH,790.0,SMOH,,,,,$
115000.0,,2005,,2925.0,,,Airplane,Piston Engine,1,Cubcrafters,Cc18-180 Top Cub,,FL,United States,North America,United States,,,,,,,,,Price: USD $
3495000.0,USD,2009,Used,1375.0,6,,Airplane,Turboprop,,Pilatus,Pc-12/47E,South Carolina,,United States,,Switzerland,1375.0,,,,,,,,$
89700.0,USD,1984,Used,3644.0,,,Airplane,Piston Engine,1,Pzl,Pzl-104-35,Hemet,CA,United States,,Poland,170.0,,,,,,,,$
26999.0,,1975,,5400.0,2,,Airplane,Piston Engine,1,Cessna,150,,LA,United States,North America,United States,,,,,,,,,Price: USD $
237000.0,USD,1981,Used,1930.0,6,IFR,Airplane,Piston Engine,1,Cessna,T210N,Las Vegas,NV,United States,,United States,860.0,SCMOH,,,,SCMOH,,,$
72000.0,USD,1979,,2400.0,,,Airplane,Piston Engine,1,Beechcraft,B24R Sierra 200,Westhampton,NY,United States,,United States,633.0,SMOH,,,,,,,$
211250.0,USD,2020,New,5.0,2,IFR,Airplane,Piston Engine,1,Czech Sport Aircraft,Sportcruiser,Blaine,MN,United States,,Czech Republic,5.0,SNEW,,,,SNEW,,,$
54500.0,USD,1970,Used,2517.0,4,,Airplane,Piston Engine,1,Bellanca,17-30A Super Viking,Smyrna,TN,United States,,United States,945.0,SMOH,,,,SPOH,,,$
140000.0,USD,1979,Used,13060.0,,,Airplane,Piston Engine,1,Cessna,210N,Jacksonville,FL,United States,,United States,630.0,SMOH,,,,SPOH,,,$
59000.0,USD,1966,Used,2850.0,4,IFR,Airplane,Piston Engine,1,Bellanca,17-30 Viking 300,Dothan,AL,United States,,United States,1082.0,SMOH,,,,SPOH,,,$
189000.0,USD,1979,Used,5285.0,6,,Airplane,Piston Engine,2,Beechcraft,58P Baron,,MN,United States,,United States,712.0,SFRM,712.0,SFRM,395.0,SPOH,395.0,SPOH,$
22500.0,USD,1975,Used,14350.0,2,VFR,Airplane,Piston Engine,1,Cessna,150M,Bellingham International Airport,WA,United States,,United States,1081.0,,,,,SPOH,,,$
195000.0,USD,1980,Used,,,,Airplane,Piston Engine,2,Beechcraft,58 Baron,Bridgeport,TX,United States,,United States,,,,,,,,,$
39950.0,USD,1978,Used,5465.0,2,,Airplane,Piston Engine,1,Cessna,152,Livermore,CA,United States,,United States,2163.0,SMOH,,,,SNEW,,,$
40000.0,USD,1968,Used,3072.0,,,Airplane,Piston Engine,1,Beechcraft,23 Musketeer,Bishop,TX,United States,,United States,1542.0,SMOH,,,,,,,$
1417560.0,USD,2020,Used,,,,Airplane,Piston Engine,2,Diamond Aircraft Industries,Da62,Norwood,MA,United States,,Austria,,,,,,,,,$
77500.0,USD,1964,Used,4305.0,6,IFR,Airplane,Piston Engine,1,Cessna,210D,South Haven,MI,United States,,United States,905.0,SMOH,,,,SPOH,,,$
125000.0,USD,1976,Used,4763.0,6,IFR,Airplane,Piston Engine,1,Cessna,T210L,Thermal CA (KTRM),CA,United States,,United States,1125.0,SOH,,,,SPOH,,,$
60000.0,GBP,1984,,2569.0,,,Airplane,Piston Engine,1,Piper Aircraft,Arrow Iv,,,United Kingdom,Europe,United States,,,,,,,,,Price: Â£
59000.0,GBP,1984,,2555.0,,,Airplane,Piston Engine,1,Piper Aircraft,Arrow Iv,,,United Kingdom,Europe,United States,,,,,,,,,Price: Â£
320000.0,USD,1986,Used,4325.0,,,Airplane,Piston Engine,1,Piper Aircraft,Malibu,Louisburg,,United States,,United States,973.0,SFRM,,,,SNEW,,,$
117000.0,USD,1980,Used,3020.0,,,Airplane,Piston Engine,2,Beechcraft,Duchess,Alexandria,MN,United States,,United States,720.0,SMOH,720.0,SMOH,,,,,$
